# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 17:31:56 2025
#
# User preference: *
#
# CONSTRAINT:  where (tfopwg_disp like '%kp%')
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
loc_rowid,toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
174,1150.01,16740101,KP,20h31m26.38s,307.8599000,+39d56m20.1s,39.9389160,16.7280000,0.065,-0.065,0,21.4780000,0.070,-0.070,0,2458683.4575960,0.000057,-0.000057,0,1.4810903,0.0000004,-0.0000004,0,4.1588291,0.0058205,-0.0058205,0,6788.5145388,28.6793500,-28.6793500,0,20.3402421,0.5223550,-0.5223550,0,33326.7304874,,,,3446.0210572,,,,7.5820400,0.006,-0.006,0,204.4550000,1.5700000,-1.5700000,0,9435.0000000,174.1000000,-174.1000000,0,4.1100000,0.0600000,-0.0600000,0,2.2877300,0.0585327,-0.0585327,0,2019-09-03 15:31:11,2024-05-17 10:08:01
175,1151.01,69679391,KP,19h38m38.74s,294.6614130,+31d13m09.12s,31.2192000,3.0960000,0.065,-0.065,0,-6.1570000,0.068,-0.068,0,2460337.9863750,0.000054,-0.000054,0,3.4741012,0.0000002,-0.0000002,0,3.3170000,0.0130000,-0.0130000,0,15748.0000000,21.4018000,-21.4018000,0,21.2912000,0.5797770,-0.5797770,0,3453.0700000,,,,2084.3330866,,,,7.5521600,0.006,-0.006,0,136.4260000,0.8115000,-0.8115000,0,8894.8000000,267.4000000,-267.4000000,0,4.3800000,0.0700000,-0.0700000,0,1.6200000,0.0400000,-0.0400000,0,2019-09-03 15:31:10,2024-04-02 10:08:02
184,116.01,238176110,KP,23h51m23.14s,357.8464340,-70d09m10.3s,-70.1528620,96.1850000,0.041,-0.041,0,-1.7470000,0.038,-0.038,0,2458326.6889160,0.000074,-0.000074,0,2.7985802,0.0000003,-0.0000003,0,2.3801043,0.0129933,-0.0129933,0,16708.7151957,55.0631560,-55.0631560,0,11.9514993,0.7325688,-0.7325688,0,332.5562490,,,,1089.1458169,,,,11.0443000,0.006,-0.006,0,149.9420000,0.5175000,-0.5175000,0,4920.0000000,,,0,4.4937100,,,0,0.9066550,0.0553769,-0.0553769,0,2018-09-05 18:49:20,2024-09-09 10:08:01
186,1161.01,158324245,KP,19h07m53.13s,286.9713880,+46d52m05.69s,46.8682460,-4.4010000,0.187,-0.187,0,-15.7800000,0.237,-0.237,0,2460556.4840690,0.000235,-0.000235,0,1.7635881,0.0000005,-0.0000005,0,3.0920000,0.0180000,-0.0180000,0,6650.0000000,36.5968000,-36.5968000,0,,,,0,7685.7900000,,,,2608.0000000,,,,10.2306000,0.014,-0.014,0,519.0960000,29.1045000,-29.1045000,0,7986.1000000,177.2000000,-177.2000000,0,,,,0,,,,0,2019-08-27 16:09:25,2024-11-14 10:08:02
190,1165.01,458478250,KP,15h28m35.19s,232.1466410,+66d21m31.36s,66.3587100,0.4340000,0.039,-0.039,0,-12.2170000,0.041,-0.041,0,2460352.8234490,0.000387,-0.000387,0,2.2552845,0.0000019,-0.0000019,0,2.0500000,0.0360000,-0.0360000,0,20820.0000000,410.3480000,-410.3480000,0,14.6880000,0.7229480,-0.7229480,0,549.7150000,,,,1348.0000000,,,,9.7670300,0.006,-0.006,0,126.2610000,0.3515000,-0.3515000,0,5787.0000000,109.9000000,-109.9000000,0,4.5000000,0.0800000,-0.0800000,0,0.9600000,0.0500000,-0.0500000,0,2019-08-27 16:09:25,2024-04-02 10:08:02
195,117.01,322307342,KP,01h00m01.46s,15.0060770,-58d54m17.01s,-58.9047240,22.5220000,0.049,-0.049,0,7.5940000,0.041,-0.041,0,2459063.6557910,0.001190,-0.001190,0,3.5862962,0.0001530,-0.0001530,0,3.3710943,0.0784648,-0.0784648,0,5729.3246858,114.7842600,-114.7842600,0,16.4747611,0.9191712,-0.9191712,0,1787.5955937,,,,1658.3915202,,,,11.7806000,0.006,-0.006,0,603.9550000,10.2025000,-10.2025000,0,5704.8000000,124.8000000,-124.8000000,0,3.8400000,0.0800000,-0.0800000,0,2.0044100,0.1056990,-0.1056990,0,2018-09-05 18:50:25,2022-10-17 16:02:02
227,1198.01,203189770,KP,20h19m12.01s,304.8000320,+32d34m51.76s,32.5810450,2.2390000,0.043,-0.043,0,-0.1130000,0.047,-0.047,0,2460551.0403980,0.000298,-0.000298,0,3.6127710,0.0000024,-0.0000024,0,4.1420000,0.3490000,-0.3490000,0,11794.0000000,234.8360000,-234.8360000,0,19.3662000,0.6860270,-0.6860270,0,5011.9200000,,,,2344.0000000,,,,10.4219000,0.006,-0.006,0,470.8780000,6.3855000,-6.3855000,0,8324.0000000,258.9000000,-258.9000000,0,4.2800000,0.0800000,-0.0800000,0,1.7100000,0.0600000,-0.0600000,0,2019-09-03 15:31:11,2024-11-14 10:08:02
276,1236.01,120757718,KP,19h04m09.81s,286.0408760,+36d37m57.13s,36.6325360,-32.2070000,0.046,-0.046,0,-20.4010000,0.046,-0.046,0,2459422.6906390,0.000243,-0.000243,0,3.0300715,0.0000005,-0.0000005,0,2.5466671,0.0106091,-0.0106091,0,21794.6136956,81.3866500,-81.3866500,0,12.7529892,0.6813254,-0.6813254,0,318.4581858,,,,1077.4145935,,,,11.0248000,0.006,-0.006,0,159.6580000,0.7330000,-0.7330000,0,5242.8200000,110.7770000,-110.7770000,0,4.5240400,0.0808874,-0.0808874,0,0.8573690,0.0456860,-0.0456860,0,2019-10-17 00:30:12,2023-03-15 16:02:02
277,1237.01,120960812,KP,19h06m33.21s,286.6383910,+39d29m16.45s,39.4879040,-0.4550000,0.040,-0.040,0,6.1690000,0.044,-0.044,0,2459781.6659280,0.003787,-0.003787,0,12.7203800,0.0001319,-0.0001319,0,2.4010000,0.3720000,-0.3720000,0,1070.0000000,2.5968800,-2.5968800,0,4.9604600,0.3944610,-0.3944610,0,41.1042000,,,,705.0000000,,,,10.2768000,0.006,-0.006,0,243.2490000,1.4055000,-1.4055000,0,6212.0000000,132.7960000,-132.7960000,0,4.1766400,0.0924886,-0.0924886,0,1.4800000,0.0900000,-0.0900000,0,2019-10-17 00:30:12,2022-10-05 10:10:01
278,1237.02,120960812,KP,19h06m33.21s,286.6383910,+39d29m16.45s,39.4879040,-0.4550000,0.040,-0.040,0,6.1690000,0.044,-0.044,0,2458685.4099430,0.002724,-0.002724,0,6.2387550,0.0000306,-0.0000306,0,3.6178567,0.4822820,-0.4822820,0,373.5681138,36.6260760,-36.6260760,0,2.9728283,1.2901354,-1.2901354,0,587.1290759,,,,1255.4607699,,,,10.2768000,0.006,-0.006,0,243.2490000,1.4055000,-1.4055000,0,6212.0000000,132.7960000,-132.7960000,0,4.1766400,0.0924886,-0.0924886,0,1.4776800,0.0878593,-0.0878593,0,2022-06-02 21:17:12,2023-03-15 16:02:02
283,1240.01,158170594,KP,19h04m26.47s,286.1103050,+43d40m51.46s,43.6809610,-1.6910000,0.030,-0.030,0,7.0170000,0.032,-0.032,0,2459421.3299100,0.001790,-0.001790,0,1.7208555,0.0000026,-0.0000026,0,1.8346409,0.0874121,-0.0874121,0,10014.2587401,316.9633800,-316.9633800,0,13.4646314,0.7083316,-0.7083316,0,2259.3896676,,,,1758.3994294,,,,13.8046000,0.006,-0.006,0,1086.2400000,19.1600000,-19.1600000,0,5832.8300000,96.0600000,-96.0600000,0,4.2089300,,,0,1.3340200,,,0,2019-10-17 00:30:12,2023-03-15 16:02:02
307,1257.01,278348461,KP,20h12m46.9s,303.1954360,+18d06m17.2s,18.1047780,16.3950000,0.056,-0.056,0,-12.9380000,0.044,-0.044,0,2459820.9773650,0.000317,-0.000317,0,5.4526479,0.0000037,-0.0000037,0,3.4010000,0.0650000,-0.0650000,0,7750.0000000,0.2693910,-0.2693910,0,14.5502000,0.6712400,-0.6712400,0,433.7800000,,,,1271.0000000,,,,9.8746300,0.006,-0.006,0,249.3250000,2.7740000,-2.7740000,0,6509.0000000,117.1980000,-117.1980000,0,4.1723300,0.0865922,-0.0865922,0,1.5700000,0.0700000,-0.0700000,0,2019-10-17 00:30:12,2022-10-05 10:10:01
310,126.01,70440470,KP,22h37m57.43s,339.4892750,-35d09m15.13s,-35.1542030,-9.3260000,0.041,-0.041,0,-50.1420000,0.045,-0.045,0,2458326.7308610,0.000355,-0.000355,0,3.0354017,0.0000017,-0.0000017,0,2.8809533,0.0495564,-0.0495564,0,16196.2158157,210.2319800,-210.2319800,0,14.1334903,0.7300378,-0.7300378,0,726.7556694,,,,1324.2404714,,,,12.7923000,0.006,-0.006,0,573.0270000,11.6880000,-11.6880000,0,5751.0000000,189.0000000,-189.0000000,0,4.3503600,,,0,1.0722400,0.0535880,-0.0535880,0,2018-11-07 18:01:53,2025-09-20 10:08:01
318,1265.01,424865156,KP,19h28m59.33s,292.2471900,+47d58m10.35s,47.9695430,-18.2810000,0.038,-0.038,0,8.9100000,0.037,-0.037,0,2460558.8005680,0.001647,-0.001647,0,2.2047452,0.0000127,-0.0000127,0,3.9960000,0.6980000,-0.6980000,0,6872.0000000,413.3320000,-413.3320000,0,17.9781000,0.9179060,-0.9179060,0,7992.2200000,,,,2634.0000000,,,,10.0274000,0.006,-0.006,0,341.0790000,2.4140000,-2.4140000,0,6532.2300000,109.2140000,-109.2140000,0,3.9681800,0.0816647,-0.0816647,0,1.9900000,0.0800000,-0.0800000,0,2019-10-17 00:30:12,2024-11-14 10:08:02
321,1267.01,158561566,KP,19h10m50.12s,287.7088140,+47d19m58.98s,47.3330500,,,,,,,,,2459425.4128160,0.004636,-0.004636,0,6.7900981,0.0000145,-0.0000145,0,6.0786576,0.1479155,-0.1479155,0,2158.1733568,56.6280500,-56.6280500,0,9.7548481,0.5910394,-0.5910394,0,477.5289979,,,,1192.2564672,,,,11.6360000,0.036,-0.036,0,,,,0,6378.0000000,25.0000000,-25.0000000,0,4.4380000,,,0,2.0006800,0.1034650,-0.1034650,0,2019-10-17 00:30:12,2023-03-15 16:02:02
327,1271.01,286923464,KP,13h34m02.39s,203.5099560,+53d43m41.48s,53.7281880,-85.8770000,0.052,-0.052,0,-78.9130000,0.038,-0.038,0,2459657.4494610,0.001221,-0.001221,0,6.1349783,0.0000165,-0.0000165,0,5.6610000,0.7750000,-0.7750000,0,3860.0000000,1.3664500,-1.3664500,0,13.1383000,0.7604860,-0.7604860,0,861.5540000,,,,1509.0000000,,,,7.4556000,0.006,-0.006,0,92.2589000,0.2358000,-0.2358000,0,5828.7000000,80.0000000,-80.0000000,0,3.8400000,0.0800000,-0.0800000,0,2.0500000,0.1100000,-0.1100000,0,2019-10-17 00:30:12,2022-05-20 10:10:02
340,1282.01,236445129,KP,20h57m04.45s,314.2685230,+31d39m39.67s,31.6610190,5.5810000,0.035,-0.035,0,2.4090000,0.040,-0.040,0,2459445.8928530,0.000301,-0.000301,0,0.9689927,0.0000005,-0.0000005,0,2.5496309,0.0150296,-0.0150296,0,13532.9710157,89.1201100,-89.1201100,0,17.1331258,0.7765522,-0.7765522,0,6992.0328230,,,,2332.2259008,,,,11.4373000,0.012,-0.012,0,444.5860000,5.5075000,-5.5075000,0,6430.0000000,139.0150000,-139.0150000,0,4.2511300,0.0892557,-0.0892557,0,1.4139800,0.0637136,-0.0637136,0,2019-10-17 00:30:12,2023-03-15 16:02:02
341,1283.01,266593143,KP,21h38m08.63s,324.5359780,+30d29m17.48s,30.4881880,-80.3950000,0.158,-0.158,0,-126.9720000,0.148,-0.148,0,2460539.0550310,0.001556,-0.001556,0,10.3385050,0.0000151,-0.0000151,0,4.2420000,0.7200000,-0.7200000,0,18162.0000000,768.2110000,-768.2110000,0,11.8729000,0.6180080,-0.6180080,0,110.5120000,,,,903.0000000,,,,9.7525000,0.006,-0.006,0,92.3831000,0.4826500,-0.4826500,0,5336.9600000,105.0310000,-105.0310000,0,4.5546600,0.0770342,-0.0770342,0,0.8400000,0.0400000,-0.0400000,0,2019-10-17 00:30:12,2024-11-05 10:08:02
349,1290.01,417676622,KP,19h24m07.75s,291.0323100,+49d02m24.77s,49.0402130,-7.3340000,0.039,-0.039,0,-10.4300000,0.048,-0.048,0,2460551.3735460,0.002457,-0.002457,0,5.3987355,0.0000166,-0.0000166,0,3.1270000,0.6390000,-0.6390000,0,352.0000000,18.8276000,-18.8276000,0,2.2534500,0.1460740,-0.1460740,0,335.2490000,,,,1192.0000000,,,,9.5089800,0.006,-0.006,0,144.1660000,0.4350000,-0.4350000,0,5875.2300000,137.9410000,-137.9410000,0,4.2647400,0.0802204,-0.0802204,0,1.2600000,0.0700000,-0.0700000,0,2019-10-17 00:30:12,2024-11-14 10:08:02
360,1300.01,293687315,KP,14h26m05.72s,216.5238250,+59d26m39.39s,59.4442740,-19.4500000,0.044,-0.044,0,6.1790000,0.042,-0.042,0,2460419.9673320,0.001242,-0.001242,0,2.8716983,0.0000067,-0.0000067,0,4.6680000,0.3610000,-0.3610000,0,8568.0000000,196.5030000,-196.5030000,0,18.1267000,0.7843030,-0.7843030,0,4494.2500000,,,,2281.0000000,,,,9.8230000,0.008,-0.008,0,321.3760000,2.4895000,-2.4895000,0,6840.0000000,128.8000000,-128.8000000,0,4.0500000,0.0900000,-0.0900000,0,1.9100000,0.0800000,-0.0800000,0,2019-10-17 00:30:12,2024-11-15 16:02:02
401,1337.01,160708862,KP,15h09m04.88s,227.2703290,-42d42m17.88s,-42.7049660,-10.0110000,0.123,-0.123,0,-5.6530000,0.097,-0.097,0,2460087.9397190,0.000350,-0.000350,0,3.3448312,0.0000023,-0.0000023,0,3.3220000,0.0830000,-0.0830000,0,13626.0000000,210.2260000,-210.2260000,0,21.2012000,0.8155260,-0.8155260,0,4468.2100000,,,,2277.0000000,,,,9.8787000,0.006,-0.006,0,427.6780000,11.0680000,-11.0680000,0,9364.0000000,179.1000000,-179.1000000,0,4.3200000,0.0700000,-0.0700000,0,1.7600000,0.0700000,-0.0700000,0,2019-10-29 00:00:00,2025-08-29 16:00:02
445,1373.01,176899385,KP,23h39m05.78s,354.7740920,+42d27m57.55s,42.4659870,-20.0750000,0.074,-0.074,0,3.1230000,0.049,-0.049,0,2460605.0388130,0.000755,-0.000755,0,3.8529998,0.0000033,-0.0000033,0,3.2250000,0.1630000,-0.1630000,0,8913.0000000,98.5001000,-98.5001000,0,15.4014000,0.8444090,-0.8444090,0,1099.4400000,,,,1604.0000000,,,,9.9957710,0.006,-0.006,0,275.3580000,3.5905000,-3.5905000,0,6893.4000000,147.5000000,-147.5000000,0,4.2200000,0.1000000,-0.1000000,0,1.5700000,0.0900000,-0.0900000,0,2019-10-30 21:47:36,2025-05-02 16:00:02
461,1388.01,346338552,KP,22h57m46.89s,344.4453630,+38d40m29.71s,38.6749190,32.3840000,0.041,-0.041,0,-41.7510000,0.044,-0.044,0,2460606.4368820,0.000164,-0.000164,0,4.4652986,0.0000009,-0.0000009,0,2.5020000,0.0830000,-0.0830000,0,14440.0000000,235.3600000,-235.3600000,0,14.5331000,0.6546200,-0.6546200,0,259.6870000,,,,1118.0000000,,,,9.7603100,0.006,-0.006,0,158.9790000,0.9710000,-0.9710000,0,6051.2000000,106.5000000,-106.5000000,0,4.3500000,0.0800000,-0.0800000,0,1.1800000,0.0500000,-0.0500000,0,2019-10-30 21:47:37,2025-05-01 10:08:01
483,1407.01,69747919,KP,22h26m18.27s,336.5761230,-18d00m41.99s,-18.0116650,73.6060000,0.105,-0.105,0,-114.5050000,0.093,-0.093,0,2459085.3911200,0.012940,-0.012940,0,9.9783319,0.0000610,-0.0000610,0,4.2281711,0.4382602,-0.4382602,0,179.2248456,17.9466020,-17.9466020,0,2.0515332,0.9935112,-0.9935112,0,300.9646623,,,,1062.3035336,,,,7.7275000,0.006,-0.006,0,80.8994000,0.4704000,-0.4704000,0,6073.5000000,6064.9000000,-6064.9000000,0,4.1000000,0.3000000,-0.3000000,0,1.4713100,0.0695252,-0.0695252,0,2019-10-31 22:56:30,2024-09-07 10:08:02
485,1408.02,364186197,KP,20h54m02.65s,313.5110470,+72d34m50.33s,72.5806460,11.8080000,0.045,-0.045,0,28.7590000,0.045,-0.045,0,2460479.0474190,0.005267,-0.005267,0,2.2222094,0.0000128,-0.0000128,0,2.4610000,0.5540000,-0.5540000,0,87.0000000,9.0866300,-9.0866300,0,1.3952700,0.1383610,-0.1383610,0,2005.3500000,,,,1864.0000000,,,,8.8237400,0.006,-0.006,0,139.4840000,0.4175000,-0.4175000,0,6594.0000000,709.2000000,-709.2000000,0,4.2300000,0.1600000,-0.1600000,0,1.4900000,0.1100000,-0.1100000,0,2024-09-24 23:11:45,2025-08-29 16:00:02
497,1419.01,311035838,KP,13h44m22.56s,206.0940140,+48d01m42.83s,48.0285650,-19.7460000,0.034,-0.034,0,-24.0080000,0.038,-0.038,0,2459661.5681000,0.000185,-0.000185,0,2.8997405,0.0000009,-0.0000009,0,1.8490000,0.0270000,-0.0270000,0,13760.0000000,0.8454740,-0.8454740,0,10.0433000,0.5642050,-0.5642050,0,176.5870000,,,,1015.0000000,,,,10.7164000,0.006,-0.006,0,134.5540000,0.4785000,-0.4785000,0,5224.0000000,118.0500000,-118.0500000,0,4.5580100,0.0804107,-0.0804107,0,0.8200000,0.0500000,-0.0500000,0,2019-11-06 20:55:18,2022-07-14 10:10:02
509,143.01,25375553,KP,21h55m04.26s,328.7677390,-22d36m45.36s,-22.6126000,12.8850000,0.101,-0.101,0,-4.3110000,0.105,-0.105,0,2460155.8708100,0.000339,-0.000339,0,2.3109689,0.0000010,-0.0000010,0,3.4303821,0.0184292,-0.0184292,0,6829.4236495,34.3514860,-34.3514860,0,17.3042800,0.8361759,-0.8361759,0,4324.0354536,,,,2068.1977490,,,,9.7748600,0.006,-0.006,0,298.1090000,6.6910000,-6.6910000,0,6371.0000000,197.0000000,-197.0000000,0,3.9480700,0.4396030,-0.4396030,0,1.9541100,0.0941057,-0.0941057,0,2018-09-05 18:51:57,2023-11-15 16:02:02
546,1458.01,191284318,KP,00h38m17.53s,9.5730340,+42d27m47.15s,42.4630960,-21.5640000,0.081,-0.081,0,-4.5880000,0.149,-0.149,0,2460610.0636220,0.000193,-0.000193,0,2.7759678,0.0000009,-0.0000009,0,3.0740000,0.2430000,-0.2430000,0,13613.0000000,87.8007000,-87.8007000,0,15.4018000,0.7826140,-0.7826140,0,1597.5900000,,,,1761.0000000,,,,10.3740000,0.006,-0.006,0,226.6370000,4.3880000,-4.3880000,0,6140.0000000,125.7000000,-125.7000000,0,4.3200000,0.0800000,-0.0800000,0,1.2400000,0.0600000,-0.0600000,0,2019-12-05 16:42:06,2025-05-02 16:23:22
552,1463.01,190998418,KP,00h28m12.94s,7.0539370,+42d03m40.84s,42.0613450,0.9190000,0.064,-0.064,0,-6.5090000,0.100,-0.100,0,2459856.1442660,0.000707,-0.000707,0,2.8791023,0.0001250,-0.0001250,0,2.7497683,0.0588756,-0.0588756,0,11426.6170088,188.3982100,-188.3982100,0,12.0920506,0.7181252,-0.7181252,0,693.2320081,,,,1308.6978872,,,,12.0401000,0.008,-0.008,0,367.6580000,7.9220000,-7.9220000,0,5583.0000000,127.6660000,-127.6660000,0,4.3394600,0.0771526,-0.0771526,0,1.1145999,0.0614975,-0.0614975,0,2019-12-05 16:42:06,2023-01-31 14:54:33
554,1465.01,236887394,KP,20h13m31.65s,303.3818700,+65d09m44.39s,65.1623310,12.6360000,0.048,-0.048,0,58.1700000,0.041,-0.041,0,2459717.4230960,0.000125,-0.000125,0,1.4200248,0.0000003,-0.0000003,0,1.4310000,0.1240000,-0.1240000,0,23730.0000000,2.1069300,-2.1069300,0,12.5242000,0.7480360,-0.7480360,0,382.3280000,,,,1231.0000000,,,,11.8478000,0.006,-0.006,0,185.6150000,0.8010000,-0.8010000,0,4910.0000000,108.3540000,-108.3540000,0,4.5724800,0.0828462,-0.0828462,0,0.7700000,0.0500000,-0.0500000,0,2019-12-05 16:42:06,2023-03-15 16:02:02
559,1469.01,283722336,KP,23h13m20.93s,348.3372030,+57d10m10.65s,57.1696260,2074.5200000,0.137,-0.137,0,294.9360000,0.123,-0.123,0,2460606.2519610,0.000440,-0.000440,0,3.0929386,0.0000013,-0.0000013,0,0.8776502,0.0429319,-0.0429319,0,254.2319025,8.8417370,-8.8417370,0,1.2815317,0.3133767,-0.3133767,0,192.9304989,,,,950.5390679,,,,4.6278000,0.007,-0.007,0,6.5312700,0.0038450,-0.0038450,0,4884.2900000,142.8350000,-142.8350000,0,4.5903400,0.0990508,-0.0990508,0,0.7505980,0.0575351,-0.0575351,0,2019-12-05 16:42:06,2025-05-02 16:23:22
560,1469.02,283722336,KP,23h13m20.93s,348.3372030,+57d10m10.65s,57.1696260,2074.5200000,0.137,-0.137,0,294.9360000,0.123,-0.123,0,2460599.4972520,0.000973,-0.000973,0,6.7650398,0.0000074,-0.0000074,0,1.4210000,0.4460000,-0.4460000,0,269.0000000,14.9177000,-14.9177000,0,1.3921500,0.1127900,-0.1127900,0,64.6487000,,,,789.0000000,,,,4.6278000,0.007,-0.007,0,6.5312700,0.0038450,-0.0038450,0,4884.2900000,142.8350000,-142.8350000,0,4.5903400,0.0990508,-0.0990508,0,0.7500000,0.0600000,-0.0600000,0,2019-12-05 16:42:06,2025-05-02 16:23:22
569,1476.01,432549364,KP,00h01m26.9s,0.3620990,+39d23m01.66s,39.3837950,-9.7710000,0.055,-0.055,0,-7.6790000,0.042,-0.042,0,2460610.0369410,0.000200,-0.000200,0,1.2174936,0.0000003,-0.0000003,0,2.5700000,0.0190000,-0.0190000,0,6969.0000000,40.2400000,-40.2400000,0,12.9438000,0.6457280,-0.6457280,0,5165.9200000,,,,2361.0000000,,,,10.2242000,0.006,-0.006,0,268.4300000,3.0230000,-3.0230000,0,6596.0400000,156.5900000,-156.5900000,0,4.2467000,0.0916891,-0.0916891,0,1.4600000,0.0700000,-0.0700000,0,2019-12-05 16:42:06,2025-05-02 16:23:22
570,1477.01,240681314,KP,00h37m50.1s,9.4587440,+51d17m19.6s,51.2887780,-6.8830000,0.068,-0.068,0,2.6890000,0.046,-0.046,0,2459855.9319780,0.000548,-0.000548,0,2.7324809,0.0000953,-0.0000953,0,2.2139341,0.0306420,-0.0306420,0,9548.2806012,248.5730000,-248.5730000,0,18.2785375,0.9596931,-0.9596931,0,2531.1335542,,,,1809.0414376,,,,10.6496000,0.006,-0.006,0,370.2840000,7.7775000,-7.7775000,0,6695.0000000,131.3500000,-131.3500000,0,4.1749400,0.0945210,-0.0945210,0,1.6127100,0.0774221,-0.0774221,0,2019-12-05 19:37:03,2023-01-31 14:54:33
